id,utcDate,matchday,homeTeam.id,homeTeam.name,awayTeam.id,awayTeam.name,score.fullTime.home,score.fullTime.away,result
502524,2025-01-18T17:30:00Z,18,3,Bayer 04 Leverkusen,18,Borussia Mönchengladbach,3,1,HomeWin
502531,2025-01-19T14:30:00Z,18,28,1. FC Union Berlin,15,1. FSV Mainz 05,2,1,HomeWin
502529,2025-01-19T16:30:00Z,18,12,SV Werder Bremen,16,FC Augsburg,0,2,AwayWin
502541,2025-01-24T19:30:00Z,19,11,VfL Wolfsburg,720,Holstein Kiel,2,2,Draw
502533,2025-01-25T14:30:00Z,19,721,RB Leipzig,3,Bayer 04 Leverkusen,2,2,Draw
502534,2025-01-25T14:30:00Z,19,15,1. FSV Mainz 05,10,VfB Stuttgart,2,0,HomeWin
502535,2025-01-25T14:30:00Z,19,17,SC Freiburg,5,FC Bayern München,1,2,AwayWin
502537,2025-01-25T14:30:00Z,19,16,FC Augsburg,44,1. FC Heidenheim 1846,2,1,HomeWin
502538,2025-01-25T14:30:00Z,19,4,Borussia Dortmund,12,SV Werder Bremen,2,2,Draw
502540,2025-01-25T17:30:00Z,19,18,Borussia Mönchengladbach,36,VfL Bochum 1848,3,0,HomeWin
502536,2025-01-26T14:30:00Z,19,2,TSG 1899 Hoffenheim,19,Eintracht Frankfurt,2,2,Draw
502539,2025-01-26T16:30:00Z,19,20,FC St. Pauli 1910,28,1. FC Union Berlin,3,0,HomeWin
502548,2025-01-31T19:30:00Z,20,12,SV Werder Bremen,15,1. FSV Mainz 05,1,0,HomeWin
502543,2025-02-01T14:30:00Z,20,44,1. FC Heidenheim 1846,4,Borussia Dortmund,1,2,AwayWin
502545,2025-02-01T14:30:00Z,20,36,VfL Bochum 1848,17,SC Freiburg,0,1,AwayWin
502546,2025-02-01T14:30:00Z,20,20,FC St. Pauli 1910,16,FC Augsburg,1,1,Draw
502549,2025-02-01T14:30:00Z,20,10,VfB Stuttgart,18,Borussia Mönchengladbach,1,2,AwayWin
502550,2025-02-01T14:30:00Z,20,5,FC Bayern München,720,Holstein Kiel,4,3,HomeWin
502542,2025-02-01T17:30:00Z,20,28,1. FC Union Berlin,721,RB Leipzig,0,0,Draw
502547,2025-02-02T14:30:00Z,20,19,Eintracht Frankfurt,11,VfL Wolfsburg,1,1,Draw
502544,2025-02-02T16:30:00Z,20,3,Bayer 04 Leverkusen,2,TSG 1899 Hoffenheim,3,1,HomeWin
502555,2025-02-07T19:30:00Z,21,5,FC Bayern München,12,SV Werder Bremen,3,0,HomeWin
502551,2025-02-08T14:30:00Z,21,11,VfL Wolfsburg,3,Bayer 04 Leverkusen,0,0,Draw
502552,2025-02-08T14:30:00Z,21,4,Borussia Dortmund,10,VfB Stuttgart,1,2,AwayWin
502554,2025-02-08T14:30:00Z,21,17,SC Freiburg,44,1. FC Heidenheim 1846,1,0,HomeWin
502556,2025-02-08T14:30:00Z,21,15,1. FSV Mainz 05,16,FC Augsburg,0,0,Draw
502557,2025-02-08T14:30:00Z,21,2,TSG 1899 Hoffenheim,28,1. FC Union Berlin,0,4,AwayWin
502553,2025-02-08T17:30:00Z,21,18,Borussia Mönchengladbach,19,Eintracht Frankfurt,1,1,Draw
502558,2025-02-09T14:30:00Z,21,720,Holstein Kiel,36,VfL Bochum 1848,2,2,Draw
502559,2025-02-09T16:30:00Z,21,721,RB Leipzig,20,FC St. Pauli 1910,2,0,HomeWin
502561,2025-02-14T19:30:00Z,22,16,FC Augsburg,721,RB Leipzig,0,0,Draw
502562,2025-02-15T14:30:00Z,22,36,VfL Bochum 1848,4,Borussia Dortmund,2,0,HomeWin
502564,2025-02-15T14:30:00Z,22,20,FC St. Pauli 1910,17,SC Freiburg,0,1,AwayWin
502565,2025-02-15T14:30:00Z,22,10,VfB Stuttgart,11,VfL Wolfsburg,1,2,AwayWin
502567,2025-02-15T14:30:00Z,22,28,1. FC Union Berlin,18,Borussia Mönchengladbach,1,2,AwayWin
502560,2025-02-15T17:30:00Z,22,3,Bayer 04 Leverkusen,5,FC Bayern München,0,0,Draw
502563,2025-02-16T14:30:00Z,22,12,SV Werder Bremen,2,TSG 1899 Hoffenheim,1,3,AwayWin
502568,2025-02-16T16:30:00Z,22,19,Eintracht Frankfurt,720,Holstein Kiel,3,1,HomeWin
502566,2025-02-16T18:30:00Z,22,44,1. FC Heidenheim 1846,15,1. FSV Mainz 05,0,2,AwayWin
502573,2025-02-21T19:30:00Z,23,17,SC Freiburg,12,SV Werder Bremen,5,0,HomeWin
502569,2025-02-22T14:30:00Z,23,720,Holstein Kiel,3,Bayer 04 Leverkusen,0,2,AwayWin
502574,2025-02-22T14:30:00Z,23,18,Borussia Mönchengladbach,16,FC Augsburg,0,3,AwayWin
502576,2025-02-22T14:30:00Z,23,11,VfL Wolfsburg,36,VfL Bochum 1848,1,1,Draw
502577,2025-02-22T14:30:00Z,23,15,1. FSV Mainz 05,20,FC St. Pauli 1910,2,0,HomeWin
502575,2025-02-22T17:30:00Z,23,4,Borussia Dortmund,28,1. FC Union Berlin,6,0,HomeWin
502572,2025-02-23T14:30:00Z,23,721,RB Leipzig,44,1. FC Heidenheim 1846,2,2,Draw
502571,2025-02-23T16:30:00Z,23,5,FC Bayern München,19,Eintracht Frankfurt,4,0,HomeWin
502570,2025-02-23T18:30:00Z,23,2,TSG 1899 Hoffenheim,10,VfB Stuttgart,1,1,Draw
502579,2025-02-28T19:30:00Z,24,10,VfB Stuttgart,5,FC Bayern München,1,3,AwayWin
502580,2025-03-01T14:30:00Z,24,20,FC St. Pauli 1910,4,Borussia Dortmund,0,2,AwayWin
502581,2025-03-01T14:30:00Z,24,36,VfL Bochum 1848,2,TSG 1899 Hoffenheim,0,1,AwayWin
502583,2025-03-01T14:30:00Z,24,12,SV Werder Bremen,11,VfL Wolfsburg,1,2,AwayWin
502584,2025-03-01T14:30:00Z,24,721,RB Leipzig,15,1. FSV Mainz 05,1,2,AwayWin
502585,2025-03-01T14:30:00Z,24,44,1. FC Heidenheim 1846,18,Borussia Mönchengladbach,0,3,AwayWin
502578,2025-03-01T17:30:00Z,24,19,Eintracht Frankfurt,3,Bayer 04 Leverkusen,1,4,AwayWin
502586,2025-03-02T14:30:00Z,24,28,1. FC Union Berlin,720,Holstein Kiel,0,1,AwayWin
502582,2025-03-02T16:30:00Z,24,16,FC Augsburg,17,SC Freiburg,0,0,Draw
502592,2025-03-07T19:30:00Z,25,18,Borussia Mönchengladbach,15,1. FSV Mainz 05,1,3,AwayWin
502587,2025-03-08T14:30:00Z,25,720,Holstein Kiel,10,VfB Stuttgart,2,2,Draw
502590,2025-03-08T14:30:00Z,25,3,Bayer 04 Leverkusen,12,SV Werder Bremen,0,2,AwayWin
502591,2025-03-08T14:30:00Z,25,4,Borussia Dortmund,16,FC Augsburg,0,1,AwayWin
502594,2025-03-08T14:30:00Z,25,5,FC Bayern München,36,VfL Bochum 1848,2,3,AwayWin
502595,2025-03-08T14:30:00Z,25,11,VfL Wolfsburg,20,FC St. Pauli 1910,1,1,Draw
502588,2025-03-08T17:30:00Z,25,17,SC Freiburg,721,RB Leipzig,0,0,Draw
502593,2025-03-09T14:30:00Z,25,19,Eintracht Frankfurt,28,1. FC Union Berlin,1,2,AwayWin
502589,2025-03-09T16:30:00Z,25,2,TSG 1899 Hoffenheim,44,1. FC Heidenheim 1846,1,1,Draw
502600,2025-03-14T19:30:00Z,26,20,FC St. Pauli 1910,2,TSG 1899 Hoffenheim,1,0,HomeWin
502597,2025-03-15T14:30:00Z,26,28,1. FC Union Berlin,5,FC Bayern München,1,1,Draw
502601,2025-03-15T14:30:00Z,26,15,1. FSV Mainz 05,17,SC Freiburg,2,2,Draw
502602,2025-03-15T14:30:00Z,26,16,FC Augsburg,11,VfL Wolfsburg,1,0,HomeWin
502603,2025-03-15T14:30:00Z,26,12,SV Werder Bremen,18,Borussia Mönchengladbach,2,4,AwayWin
502598,2025-03-15T17:30:00Z,26,721,RB Leipzig,4,Borussia Dortmund,2,0,HomeWin
502599,2025-03-16T15:20:00Z,26,36,VfL Bochum 1848,19,Eintracht Frankfurt,1,3,AwayWin
502604,2025-03-16T16:30:00Z,26,44,1. FC Heidenheim 1846,720,Holstein Kiel,3,1,HomeWin
502596,2025-03-16T18:30:00Z,26,10,VfB Stuttgart,3,Bayer 04 Leverkusen,3,4,AwayWin
502612,2025-03-28T19:30:00Z,27,3,Bayer 04 Leverkusen,36,VfL Bochum 1848,3,1,HomeWin
502606,2025-03-29T14:30:00Z,27,18,Borussia Mönchengladbach,721,RB Leipzig,1,0,HomeWin
502607,2025-03-29T14:30:00Z,27,11,VfL Wolfsburg,44,1. FC Heidenheim 1846,0,1,AwayWin
502608,2025-03-29T14:30:00Z,27,720,Holstein Kiel,12,SV Werder Bremen,0,3,AwayWin
502609,2025-03-29T14:30:00Z,27,2,TSG 1899 Hoffenheim,16,FC Augsburg,1,1,Draw
502613,2025-03-29T14:30:00Z,27,5,FC Bayern München,20,FC St. Pauli 1910,3,2,HomeWin
502605,2025-03-29T17:30:00Z,27,19,Eintracht Frankfurt,10,VfB Stuttgart,1,0,HomeWin
502611,2025-03-30T13:30:00Z,27,17,SC Freiburg,28,1. FC Union Berlin,1,2,AwayWin
502610,2025-03-30T15:30:00Z,27,4,Borussia Dortmund,15,1. FSV Mainz 05,3,1,HomeWin
502616,2025-04-04T18:30:00Z,28,16,FC Augsburg,5,FC Bayern München,1,3,AwayWin
502614,2025-04-05T13:30:00Z,28,44,1. FC Heidenheim 1846,3,Bayer 04 Leverkusen,0,1,AwayWin
502615,2025-04-05T13:30:00Z,28,36,VfL Bochum 1848,10,VfB Stuttgart,0,4,AwayWin
502617,2025-04-05T13:30:00Z,28,17,SC Freiburg,4,Borussia Dortmund,1,4,AwayWin
502619,2025-04-05T13:30:00Z,28,721,RB Leipzig,2,TSG 1899 Hoffenheim,3,1,HomeWin
502622,2025-04-05T13:30:00Z,28,15,1. FSV Mainz 05,720,Holstein Kiel,1,1,Draw
502618,2025-04-05T16:30:00Z,28,12,SV Werder Bremen,19,Eintracht Frankfurt,2,0,HomeWin
502621,2025-04-06T13:30:00Z,28,20,FC St. Pauli 1910,18,Borussia Mönchengladbach,1,1,Draw
502620,2025-04-06T15:30:00Z,28,28,1. FC Union Berlin,11,VfL Wolfsburg,1,0,HomeWin
502623,2025-04-11T18:30:00Z,29,11,VfL Wolfsburg,721,RB Leipzig,2,3,AwayWin
502627,2025-04-12T13:30:00Z,29,18,Borussia Mönchengladbach,17,SC Freiburg,1,2,AwayWin
502628,2025-04-12T13:30:00Z,29,36,VfL Bochum 1848,16,FC Augsburg,1,2,AwayWin
502629,2025-04-12T13:30:00Z,29,2,TSG 1899 Hoffenheim,15,1. FSV Mainz 05,2,0,HomeWin
502630,2025-04-12T13:30:00Z,29,3,Bayer 04 Leverkusen,28,1. FC Union Berlin,0,0,Draw
502631,2025-04-12T13:30:00Z,29,720,Holstein Kiel,20,FC St. Pauli 1910,1,2,AwayWin
502624,2025-04-12T16:30:00Z,29,5,FC Bayern München,4,Borussia Dortmund,2,2,Draw
502626,2025-04-13T13:30:00Z,29,10,VfB Stuttgart,12,SV Werder Bremen,1,2,AwayWin
502625,2025-04-13T15:30:00Z,29,19,Eintracht Frankfurt,44,1. FC Heidenheim 1846,3,0,HomeWin
502634,2025-04-19T13:30:00Z,30,44,1. FC Heidenheim 1846,5,FC Bayern München,0,4,AwayWin
502636,2025-04-19T13:30:00Z,30,17,SC Freiburg,2,TSG 1899 Hoffenheim,3,2,HomeWin
502637,2025-04-19T13:30:00Z,30,15,1. FSV Mainz 05,11,VfL Wolfsburg,2,2,Draw
502639,2025-04-19T13:30:00Z,30,12,SV Werder Bremen,36,VfL Bochum 1848,1,0,HomeWin
502640,2025-04-19T13:30:00Z,30,721,RB Leipzig,720,Holstein Kiel,1,1,Draw
502633,2025-04-19T16:30:00Z,30,28,1. FC Union Berlin,10,VfB Stuttgart,4,4,Draw
502635,2025-04-20T13:30:00Z,30,16,FC Augsburg,19,Eintracht Frankfurt,0,0,Draw
502638,2025-04-20T15:30:00Z,30,4,Borussia Dortmund,18,Borussia Mönchengladbach,3,2,HomeWin
502632,2025-04-20T17:30:00Z,30,20,FC St. Pauli 1910,3,Bayer 04 Leverkusen,1,1,Draw
502643,2025-04-25T18:30:00Z,31,10,VfB Stuttgart,44,1. FC Heidenheim 1846,0,1,AwayWin
502642,2025-04-26T13:30:00Z,31,2,TSG 1899 Hoffenheim,4,Borussia Dortmund,2,3,AwayWin
502644,2025-04-26T13:30:00Z,31,11,VfL Wolfsburg,17,SC Freiburg,0,1,AwayWin
502645,2025-04-26T13:30:00Z,31,5,FC Bayern München,15,1. FSV Mainz 05,3,0,HomeWin
502646,2025-04-26T13:30:00Z,31,720,Holstein Kiel,18,Borussia Mönchengladbach,4,3,HomeWin
502649,2025-04-26T13:30:00Z,31,3,Bayer 04 Leverkusen,16,FC Augsburg,2,0,HomeWin
502641,2025-04-26T16:30:00Z,31,19,Eintracht Frankfurt,721,RB Leipzig,4,0,HomeWin
502647,2025-04-27T13:30:00Z,31,36,VfL Bochum 1848,28,1. FC Union Berlin,1,1,Draw
502648,2025-04-27T15:30:00Z,31,12,SV Werder Bremen,20,FC St. Pauli 1910,0,0,Draw
502657,2025-05-02T18:30:00Z,32,44,1. FC Heidenheim 1846,36,VfL Bochum 1848,0,0,Draw
502651,2025-05-03T13:30:00Z,32,20,FC St. Pauli 1910,10,VfB Stuttgart,0,1,AwayWin
502652,2025-05-03T13:30:00Z,32,721,RB Leipzig,5,FC Bayern München,3,3,Draw
502654,2025-05-03T13:30:00Z,32,18,Borussia Mönchengladbach,2,TSG 1899 Hoffenheim,4,4,Draw
502655,2025-05-03T13:30:00Z,32,28,1. FC Union Berlin,12,SV Werder Bremen,2,2,Draw
502656,2025-05-03T16:30:00Z,32,4,Borussia Dortmund,11,VfL Wolfsburg,4,0,HomeWin
502658,2025-05-04T13:30:00Z,32,16,FC Augsburg,720,Holstein Kiel,1,3,AwayWin
502650,2025-05-04T15:30:00Z,32,17,SC Freiburg,3,Bayer 04 Leverkusen,2,2,Draw
502653,2025-05-04T17:30:00Z,32,15,1. FSV Mainz 05,19,Eintracht Frankfurt,1,1,Draw
502661,2025-05-09T18:30:00Z,33,11,VfL Wolfsburg,2,TSG 1899 Hoffenheim,2,2,Draw
502659,2025-05-10T13:30:00Z,33,12,SV Werder Bremen,721,RB Leipzig,0,0,Draw
502662,2025-05-10T13:30:00Z,33,28,1. FC Union Berlin,44,1. FC Heidenheim 1846,0,3,AwayWin
502663,2025-05-10T13:30:00Z,33,720,Holstein Kiel,17,SC Freiburg,1,2,AwayWin
502665,2025-05-10T13:30:00Z,33,36,VfL Bochum 1848,15,1. FSV Mainz 05,1,4,AwayWin
502666,2025-05-10T16:30:00Z,33,5,FC Bayern München,18,Borussia Mönchengladbach,2,0,HomeWin
502660,2025-05-11T13:30:00Z,33,3,Bayer 04 Leverkusen,4,Borussia Dortmund,2,4,AwayWin
502667,2025-05-11T15:30:00Z,33,19,Eintracht Frankfurt,20,FC St. Pauli 1910,2,2,Draw
502664,2025-05-11T17:30:00Z,33,10,VfB Stuttgart,16,FC Augsburg,4,0,HomeWin
502668,2025-05-17T13:30:00Z,34,15,1. FSV Mainz 05,3,Bayer 04 Leverkusen,2,2,Draw
502669,2025-05-17T13:30:00Z,34,721,RB Leipzig,10,VfB Stuttgart,2,3,AwayWin
502670,2025-05-17T13:30:00Z,34,2,TSG 1899 Hoffenheim,5,FC Bayern München,0,4,AwayWin
502671,2025-05-17T13:30:00Z,34,17,SC Freiburg,19,Eintracht Frankfurt,1,3,AwayWin
502672,2025-05-17T13:30:00Z,34,44,1. FC Heidenheim 1846,12,SV Werder Bremen,1,4,AwayWin
502673,2025-05-17T13:30:00Z,34,18,Borussia Mönchengladbach,11,VfL Wolfsburg,0,1,AwayWin
502674,2025-05-17T13:30:00Z,34,16,FC Augsburg,28,1. FC Union Berlin,1,2,AwayWin
502675,2025-05-17T13:30:00Z,34,20,FC St. Pauli 1910,36,VfL Bochum 1848,0,2,AwayWin
502676,2025-05-17T13:30:00Z,34,4,Borussia Dortmund,720,Holstein Kiel,3,0,HomeWin
540406,2025-08-22T18:30:00Z,1,5,FC Bayern München,721,RB Leipzig,6,0,HomeWin
540407,2025-08-23T13:30:00Z,1,19,Eintracht Frankfurt,12,SV Werder Bremen,4,1,HomeWin
540408,2025-08-23T13:30:00Z,1,3,Bayer 04 Leverkusen,2,TSG 1899 Hoffenheim,1,2,AwayWin
540409,2025-08-23T13:30:00Z,1,17,SC Freiburg,16,FC Augsburg,1,3,AwayWin
540412,2025-08-23T13:30:00Z,1,28,1. FC Union Berlin,10,VfB Stuttgart,2,1,HomeWin
540414,2025-08-23T13:30:00Z,1,44,1. FC Heidenheim 1846,11,VfL Wolfsburg,1,3,AwayWin
540413,2025-08-23T16:30:00Z,1,20,FC St. Pauli 1910,4,Borussia Dortmund,3,3,Draw
540410,2025-08-24T13:30:00Z,1,15,1. FSV Mainz 05,1,1. FC Köln,0,1,AwayWin
540411,2025-08-24T15:30:00Z,1,18,Borussia Mönchengladbach,7,Hamburger SV,0,0,Draw
540423,2025-08-29T18:30:00Z,2,7,Hamburger SV,20,FC St. Pauli 1910,0,2,AwayWin
540416,2025-08-30T13:30:00Z,2,721,RB Leipzig,44,1. FC Heidenheim 1846,2,0,HomeWin
540417,2025-08-30T13:30:00Z,2,12,SV Werder Bremen,3,Bayer 04 Leverkusen,3,3,Draw
540418,2025-08-30T13:30:00Z,2,10,VfB Stuttgart,18,Borussia Mönchengladbach,1,0,HomeWin
540421,2025-08-30T13:30:00Z,2,2,TSG 1899 Hoffenheim,19,Eintracht Frankfurt,1,3,AwayWin
540420,2025-08-30T16:30:00Z,2,16,FC Augsburg,5,FC Bayern München,2,3,AwayWin
540419,2025-08-31T13:30:00Z,2,11,VfL Wolfsburg,15,1. FSV Mainz 05,1,1,Draw
540415,2025-08-31T15:30:00Z,2,4,Borussia Dortmund,28,1. FC Union Berlin,3,0,HomeWin
540422,2025-08-31T17:30:00Z,2,1,1. FC Köln,17,SC Freiburg,4,1,HomeWin
540425,2025-09-12T18:30:00Z,3,3,Bayer 04 Leverkusen,19,Eintracht Frankfurt,3,1,HomeWin
540426,2025-09-13T13:30:00Z,3,17,SC Freiburg,10,VfB Stuttgart,3,1,HomeWin
540427,2025-09-13T13:30:00Z,3,15,1. FSV Mainz 05,721,RB Leipzig,0,1,AwayWin
540429,2025-09-13T13:30:00Z,3,11,VfL Wolfsburg,1,1. FC Köln,3,3,Draw
540430,2025-09-13T13:30:00Z,3,28,1. FC Union Berlin,2,TSG 1899 Hoffenheim,2,4,AwayWin
540432,2025-09-13T13:30:00Z,3,44,1. FC Heidenheim 1846,4,Borussia Dortmund,0,2,AwayWin
540424,2025-09-13T16:30:00Z,3,5,FC Bayern München,7,Hamburger SV,5,0,HomeWin
540431,2025-09-14T13:30:00Z,3,20,FC St. Pauli 1910,16,FC Augsburg,2,1,HomeWin
540428,2025-09-14T15:30:00Z,3,18,Borussia Mönchengladbach,12,SV Werder Bremen,0,4,AwayWin
540438,2025-09-19T18:30:00Z,4,10,VfB Stuttgart,20,FC St. Pauli 1910,2,0,HomeWin
540437,2025-09-20T13:30:00Z,4,12,SV Werder Bremen,17,SC Freiburg,0,3,AwayWin
540439,2025-09-20T13:30:00Z,4,16,FC Augsburg,15,1. FSV Mainz 05,1,4,AwayWin
540440,2025-09-20T13:30:00Z,4,2,TSG 1899 Hoffenheim,5,FC Bayern München,1,4,AwayWin
540441,2025-09-20T13:30:00Z,4,7,Hamburger SV,44,1. FC Heidenheim 1846,2,1,HomeWin
540436,2025-09-20T16:30:00Z,4,721,RB Leipzig,1,1. FC Köln,3,1,HomeWin
540434,2025-09-21T13:30:00Z,4,19,Eintracht Frankfurt,28,1. FC Union Berlin,3,4,AwayWin
540433,2025-09-21T15:30:00Z,4,3,Bayer 04 Leverkusen,18,Borussia Mönchengladbach,1,1,Draw
540435,2025-09-21T17:30:00Z,4,4,Borussia Dortmund,11,VfL Wolfsburg,1,0,HomeWin
